T,RH,AH,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
18.9,55.2,1.1895,,,,,,,,,,,,,,
18.2,57.6,1.1930,,,,,,,,,,,,,,
18.6,56.0,1.1865,,,,,,,,,,,,,,
20.8,48.0,1.1702,,,,,,,,,,,,,,
23.3,38.6,1.0919,,,,,,,,,,,,,,
25.1,32.4,1.0170,,,,,,,,,,,,,,
27.8,25.8,0.9473,,,,,,,,,,,,,,
29.6,21.0,0.8548,,,,,,,,,,,,,,
30.2,18.0,0.7613,,,,,,,,,,,,,,
30.1,18.5,0.7747,,,,,,,,,,,,,,
29.5,19.4,0.7872,,,,,,,,,,,,,,
31.1,18.2,0.8079,,,,,,,,,,,,,,
30.3,19.0,0.8103,,,,,,,,,,,,,,
30.1,19.3,0.8083,,,,,,,,,,,,,,
28.6,22.3,0.8590,,,,,,,,,,,,,,
26.1,28.3,0.9407,,,,,,,,,,,,,,
24.5,35.7,1.0807,,,,,,,,,,,,,,
23.1,41.5,1.1582,,,,,,,,,,,,,,
21.8,46.3,1.1913,,,,,,,,,,,,,,
20.9,48.9,1.1945,,,,,,,,,,,,,,
20.5,49.9,1.1903,,,,,,,,,,,,,,
20.0,50.9,1.1794,,,,,,,,,,,,,,
22.1,44.3,1.1665,,,,,,,,,,,,,,
21.0,47.5,1.1666,,,,,,,,,,,,,,
19.8,50.3,1.1444,,,,,,,,,,,,,,
19.0,52.8,1.1489,,,,,,,,,,,,,,
17.8,56.5,1.1375,,,,,,,,,,,,,,
18.2,55.8,1.1529,,,,,,,,,,,,,,
20.6,47.7,1.1448,,,,,,,,,,,,,,
22.8,41.9,1.1496,,,,,,,,,,,,,,
27.1,31.7,1.1147,,,,,,,,,,,,,,
30.4,26.4,1.1310,,,,,,,,,,,,,,
31.1,26.2,1.1647,,,,,,,,,,,,,,
31.4,25.3,1.1444,,,,,,,,,,,,,,
30.8,26.7,1.1680,,,,,,,,,,,,,,
31.8,25.6,1.1868,,,,,,,,,,,,,,
33.5,22.9,1.1649,,,,,,,,,,,,,,
33.1,23.5,1.1673,,,,,,,,,,,,,,
31.7,25.9,1.1883,,,,,,,,,,,,,,
29.0,30.4,1.2013,,,,,,,,,,,,,,
27.4,33.6,1.2095,,,,,,,,,,,,,,
25.2,36.4,1.1528,,,,,,,,,,,,,,
24.0,39.6,1.1662,,,,,,,,,,,,,,
23.8,39.6,1.1558,,,,,,,,,,,,,,
22.9,43.6,1.1974,,,,,,,,,,,,,,
22.8,43.9,1.2020,,,,,,,,,,,,,,
21.8,47.3,1.2189,,,,,,,,,,,,,,
21.7,47.3,1.2135,,,,,,,,,,,,,,
20.8,50.3,1.2207,,,,,,,,,,,,,,
21.7,46.8,1.2031,,,,,,,,,,,,,,
20.3,52.3,1.2367,,,,,,,,,,,,,,
20.5,52.3,1.2450,,,,,,,,,,,,,,
21.7,49.6,1.2673,,,,,,,,,,,,,,
24.0,43.1,1.2677,,,,,,,,,,,,,,
28.5,31.7,1.2144,,,,,,,,,,,,,,
32.2,25.1,1.1890,,,,,,,,,,,,,,
34.9,20.5,1.1279,,,,,,,,,,,,,,
35.4,19.9,1.1222,,,,,,,,,,,,,,
34.4,22.5,1.2050,,,,,,,,,,,,,,
34.8,22.8,1.2488,,,,,,,,,,,,,,
34.3,22.4,1.1907,,,,,,,,,,,,,,
32.5,25.3,1.2165,,,,,,,,,,,,,,
31.3,27.3,1.2234,,,,,,,,,,,,,,
30.2,29.0,1.2224,,,,,,,,,,,,,,
28.5,33.3,1.2775,,,,,,,,,,,,,,
27.3,35.3,1.2606,,,,,,,,,,,,,,
26.1,37.8,1.2575,,,,,,,,,,,,,,
24.7,47.1,1.4400,,,,,,,,,,,,,,
23.6,59.8,1.7193,,,,,,,,,,,,,,
23.3,60.5,1.7060,,,,,,,,,,,,,,
23.3,59.4,1.6753,,,,,,,,,,,,,,
22.9,57.7,1.5902,,,,,,,,,,,,,,
23.7,53.5,1.5460,,,,,,,,,,,,,,
21.2,60.9,1.5092,,,,,,,,,,,,,,
22.1,56.2,1.4800,,,,,,,,,,,,,,
21.9,57.0,1.4742,,,,,,,,,,,,,,
24.7,45.9,1.4061,,,,,,,,,,,,,,
27.0,40.8,1.4286,,,,,,,,,,,,,,
29.1,37.4,1.4833,,,,,,,,,,,,,,
31.1,32.4,1.4351,,,,,,,,,,,,,,
31.9,30.3,1.4125,,,,,,,,,,,,,,
32.8,28.9,1.4120,,,,,,,,,,,,,,
33.4,27.8,1.4119,,,,,,,,,,,,,,
35.3,23.7,1.3331,,,,,,,,,,,,,,
35.8,22.4,1.2915,,,,,,,,,,,,,,
35.3,20.8,1.1664,,,,,,,,,,,,,,
33.3,23.9,1.2085,,,,,,,,,,,,,,
30.3,30.8,1.3044,,,,,,,,,,,,,,
28.3,34.5,1.3084,,,,,,,,,,,,,,
27.1,38.9,1.3758,,,,,,,,,,,,,,
25.4,43.2,1.3805,,,,,,,,,,,,,,
24.6,45.3,1.3767,,,,,,,,,,,,,,
23.7,46.0,1.3346,,,,,,,,,,,,,,
23.0,48.1,1.3322,,,,,,,,,,,,,,
24.8,43.4,1.3366,,,,,,,,,,,,,,
23.1,47.4,1.3208,,,,,,,,,,,,,,
21.7,50.2,1.2917,,,,,,,,,,,,,,
21.9,50.7,1.3138,,,,,,,,,,,,,,
20.1,57.0,1.3216,,,,,,,,,,,,,,
21.5,51.8,1.3129,,,,,,,,,,,,,,
22.9,48.7,1.3416,,,,,,,,,,,,,,
25.7,41.0,1.3351,,,,,,,,,,,,,,
29.9,33.2,1.3793,,,,,,,,,,,,,,
32.9,28.0,1.3789,,,,,,,,,,,,,,
34.0,25.6,1.3363,,,,,,,,,,,,,,
34.7,22.6,1.2297,,,,,,,,,,,,,,
35.5,20.3,1.1586,,,,,,,,,,,,,,
35.9,18.8,1.0912,,,,,,,,,,,,,,
36.2,18.6,1.0945,,,,,,,,,,,,,,
35.4,15.3,0.8613,,,,,,,,,,,,,,
32.9,15.5,0.7649,,,,,,,,,,,,,,
29.9,19.8,0.8211,,,,,,,,,,,,,,
28.1,22.4,0.8394,,,,,,,,,,,,,,
26.1,24.7,0.8233,,,,,,,,,,,,,,
25.0,28.7,0.8944,,,,,,,,,,,,,,
24.3,31.0,0.9268,,,,,,,,,,,,,,
24.0,31.2,0.9190,,,,,,,,,,,,,,
22.4,34.9,0.9362,,,,,,,,,,,,,,
21.2,37.6,0.9355,,,,,,,,,,,,,,
19.5,42.3,0.9461,,,,,,,,,,,,,,
21.2,39.4,0.9802,,,,,,,,,,,,,,
19.5,42.4,0.9515,,,,,,,,,,,,,,
18.6,45.8,0.9723,,,,,,,,,,,,,,
19.7,44.1,1.0039,,,,,,,,,,,,,,
21.9,39.4,1.0243,,,,,,,,,,,,,,
24.5,34.3,1.0407,,,,,,,,,,,,,,
30.0,25.6,1.0674,,,,,,,,,,,,,,
34.5,18.9,1.0168,,,,,,,,,,,,,,
36.3,17.5,1.0411,,,,,,,,,,,,,,
37.7,16.0,1.0231,,,,,,,,,,,,,,
38.3,15.8,1.0465,,,,,,,,,,,,,,
38.4,17.5,1.1609,,,,,,,,,,,,,,
37.2,20.5,1.2813,,,,,,,,,,,,,,
34.0,26.4,1.3781,,,,,,,,,,,,,,
32.3,30.4,1.4450,,,,,,,,,,,,,,
30.5,33.9,1.4564,,,,,,,,,,,,,,
29.2,37.8,1.5098,,,,,,,,,,,,,,
28.4,39.1,1.4881,,,,,,,,,,,,,,
27.7,40.6,1.4828,,,,,,,,,,,,,,
27.2,42.5,1.5069,,,,,,,,,,,,,,
26.5,44.8,1.5280,,,,,,,,,,,,,,
25.5,47.6,1.5318,,,,,,,,,,,,,,
25.2,47.8,1.5076,,,,,,,,,,,,,,
23.2,53.7,1.5046,,,,,,,,,,,,,,
23.2,52.3,1.4668,,,,,,,,,,,,,,
24.0,50.3,1.4811,,,,,,,,,,,,,,
23.5,51.2,1.4634,,,,,,,,,,,,,,
23.5,50.8,1.4520,,,,,,,,,,,,,,
24.7,47.6,1.4597,,,,,,,,,,,,,,
27.2,41.1,1.4611,,,,,,,,,,,,,,
31.0,32.4,1.4294,,,,,,,,,,,,,,
35.2,24.8,1.3854,,,,,,,,,,,,,,
37.8,18.5,1.1977,,,,,,,,,,,,,,
39.0,15.1,1.0424,,,,,,,,,,,,,,
41.3,12.8,0.9933,,,,,,,,,,,,,,
41.8,11.9,0.9476,,,,,,,,,,,,,,
42.2,14.2,1.1609,,,,,,,,,,,,,,
41.4,15.5,1.2089,,,,,,,,,,,,,,
38.9,21.4,1.4605,,,,,,,,,,,,,,
34.3,26.0,1.3865,,,,,,,,,,,,,,
32.7,27.7,1.3439,,,,,,,,,,,,,,
30.5,30.4,1.3031,,,,,,,,,,,,,,
29.0,33.6,1.3277,,,,,,,,,,,,,,
28.2,36.6,1.3781,,,,,,,,,,,,,,
27.2,38.9,1.3821,,,,,,,,,,,,,,
26.7,40.0,1.3754,,,,,,,,,,,,,,
26.0,41.2,1.3598,,,,,,,,,,,,,,
22.8,50.1,1.3677,,,,,,,,,,,,,,
24.0,46.6,1.3700,,,,,,,,,,,,,,
24.0,46.4,1.3689,,,,,,,,,,,,,,
23.7,47.1,1.3602,,,,,,,,,,,,,,
23.6,47.3,1.3634,,,,,,,,,,,,,,
25.5,43.1,1.3891,,,,,,,,,,,,,,
28.5,36.8,1.4128,,,,,,,,,,,,,,
32.6,28.0,1.3566,,,,,,,,,,,,,,
36.3,23.4,1.3902,,,,,,,,,,,,,,
37.5,21.5,1.3673,,,,,,,,,,,,,,
39.6,19.0,1.3447,,,,,,,,,,,,,,
40.1,19.3,1.4013,,,,,,,,,,,,,,
40.4,20.0,1.4854,,,,,,,,,,,,,,
39.9,20.1,1.4495,,,,,,,,,,,,,,
39.1,19.6,1.3542,,,,,,,,,,,,,,
37.0,21.9,1.3503,,,,,,,,,,,,,,
33.9,26.8,1.3899,,,,,,,,,,,,,,
31.9,30.6,1.4201,,,,,,,,,,,,,,
29.7,33.9,1.3874,,,,,,,,,,,,,,
28.6,36.8,1.4160,,,,,,,,,,,,,,
27.8,38.7,1.4187,,,,,,,,,,,,,,
27.8,40.0,1.4691,,,,,,,,,,,,,,
27.5,41.3,1.4962,,,,,,,,,,,,,,
27.3,41.6,1.4906,,,,,,,,,,,,,,
26.0,44.2,1.4657,,,,,,,,,,,,,,
24.8,48.0,1.4857,,,,,,,,,,,,,,
25.9,45.1,1.4889,,,,,,,,,,,,,,
25.3,47.6,1.5108,,,,,,,,,,,,,,
24.7,49.5,1.5201,,,,,,,,,,,,,,
27.1,43.1,1.5224,,,,,,,,,,,,,,
28.3,39.8,1.5053,,,,,,,,,,,,,,
32.4,32.3,1.5484,,,,,,,,,,,,,,
35.4,27.8,1.5733,,,,,,,,,,,,,,
35.5,27.4,1.5635,,,,,,,,,,,,,,
37.8,24.4,1.5722,,,,,,,,,,,,,,
37.2,25.5,1.5914,,,,,,,,,,,,,,
37.2,25.6,1.6014,,,,,,,,,,,,,,
38.0,25.0,1.6312,,,,,,,,,,,,,,
37.1,26.9,1.6635,,,,,,,,,,,,,,
36.9,27.8,1.7099,,,,,,,,,,,,,,
34.7,31.9,1.7325,,,,,,,,,,,,,,
31.9,38.4,1.7897,,,,,,,,,,,,,,
30.5,42.3,1.8173,,,,,,,,,,,,,,
29.3,45.8,1.8362,,,,,,,,,,,,,,
28.2,48.1,1.8144,,,,,,,,,,,,,,
27.3,51.0,1.8287,,,,,,,,,,,,,,
26.8,52.4,1.8141,,,,,,,,,,,,,,
26.0,54.9,1.8141,,,,,,,,,,,,,,
26.8,51.9,1.8058,,,,,,,,,,,,,,
26.9,51.8,1.8050,,,,,,,,,,,,,,
24.6,59.1,1.8013,,,,,,,,,,,,,,
26.4,53.1,1.7987,,,,,,,,,,,,,,
27.3,46.4,1.6542,,,,,,,,,,,,,,
28.4,40.4,1.5442,,,,,,,,,,,,,,
30.8,37.1,1.6169,,,,,,,,,,,,,,
34.2,30.7,1.6252,,,,,,,,,,,,,,
37.0,26.5,1.6352,,,,,,,,,,,,,,
36.6,27.8,1.6760,,,,,,,,,,,,,,
36.9,26.9,1.6477,,,,,,,,,,,,,,
39.3,22.2,1.5520,,,,,,,,,,,,,,
38.5,22.4,1.5018,,,,,,,,,,,,,,
39.7,20.4,1.4594,,,,,,,,,,,,,,
38.8,24.2,1.6433,,,,,,,,,,,,,,
33.5,38.0,1.9390,,,,,,,,,,,,,,
34.0,32.9,1.7251,,,,,,,,,,,,,,
31.9,33.7,1.5663,,,,,,,,,,,,,,
30.2,37.6,1.5870,,,,,,,,,,,,,,
28.9,41.0,1.6096,,,,,,,,,,,,,,
27.8,45.2,1.6604,,,,,,,,,,,,,,
27.1,47.4,1.6701,,,,,,,,,,,,,,
26.2,49.4,1.6555,,,,,,,,,,,,,,
26.9,49.3,1.7196,,,,,,,,,,,,,,
26.3,50.8,1.7058,,,,,,,,,,,,,,
24.9,54.6,1.6908,,,,,,,,,,,,,,
23.4,58.6,1.6651,,,,,,,,,,,,,,
24.4,55.2,1.6604,,,,,,,,,,,,,,
25.1,54.3,1.7057,,,,,,,,,,,,,,
26.6,51.2,1.7565,,,,,,,,,,,,,,
28.2,47.1,1.7752,,,,,,,,,,,,,,
31.6,39.4,1.7969,,,,,,,,,,,,,,
34.2,31.8,1.6837,,,,,,,,,,,,,,
36.6,27.1,1.6352,,,,,,,,,,,,,,
37.6,26.9,1.7150,,,,,,,,,,,,,,
38.1,26.3,1.7213,,,,,,,,,,,,,,
37.8,26.9,1.7392,,,,,,,,,,,,,,
37.8,22.7,1.4653,,,,,,,,,,,,,,
36.9,24.7,1.5134,,,,,,,,,,,,,,
34.5,28.5,1.5310,,,,,,,,,,,,,,
32.5,30.9,1.4875,,,,,,,,,,,,,,
30.9,30.4,1.3380,,,,,,,,,,,,,,
28.7,34.7,1.3457,,,,,,,,,,,,,,
27.7,39.3,1.4372,,,,,,,,,,,,,,
26.8,45.1,1.5645,,,,,,,,,,,,,,
26.1,45.3,1.5115,,,,,,,,,,,,,,
25.9,46.1,1.5174,,,,,,,,,,,,,,
25.3,47.6,1.5130,,,,,,,,,,,,,,
26.6,43.0,1.4773,,,,,,,,,,,,,,
25.3,47.2,1.5025,,,,,,,,,,,,,,
25.1,48.0,1.5115,,,,,,,,,,,,,,
24.8,50.6,1.5654,,,,,,,,,,,,,,
25.7,49.7,1.6150,,,,,,,,,,,,,,
27.4,45.5,1.6396,,,,,,,,,,,,,,
29.3,40.0,1.6082,,,,,,,,,,,,,,
33.6,28.7,1.4693,,,,,,,,,,,,,,
34.6,27.7,1.4991,,,,,,,,,,,,,,
35.6,27.2,1.5557,,,,,,,,,,,,,,
36.9,23.3,1.4313,,,,,,,,,,,,,,
38.8,20.7,1.4036,,,,,,,,,,,,,,
38.1,22.6,1.4868,,,,,,,,,,,,,,
37.1,23.0,1.4229,,,,,,,,,,,,,,
34.8,19.3,1.0543,,,,,,,,,,,,,,
33.6,20.7,1.0590,,,,,,,,,,,,,,
31.4,18.5,0.8376,,,,,,,,,,,,,,
29.5,23.8,0.9623,,,,,,,,,,,,,,
27.4,27.1,0.9736,,,,,,,,,,,,,,
26.1,31.1,1.0338,,,,,,,,,,,,,,
25.5,34.0,1.0935,,,,,,,,,,,,,,
24.0,37.8,1.1125,,,,,,,,,,,,,,
24.2,37.3,1.1118,,,,,,,,,,,,,,
23.4,40.6,1.1571,,,,,,,,,,,,,,
21.8,46.6,1.1991,,,,,,,,,,,,,,
22.6,43.0,1.1629,,,,,,,,,,,,,,
20.2,50.7,1.1844,,,,,,,,,,,,,,
20.5,49.3,1.1760,,,,,,,,,,,,,,
21.4,48.0,1.2086,,,,,,,,,,,,,,
23.2,43.9,1.2344,,,,,,,,,,,,,,
25.3,40.7,1.2921,,,,,,,,,,,,,,
29.9,31.1,1.2883,,,,,,,,,,,,,,
33.9,21.3,1.1067,,,,,,,,,,,,,,
36.3,16.0,0.9465,,,,,,,,,,,,,,
36.6,15.2,0.9177,,,,,,,,,,,,,,
37.4,15.8,0.9998,,,,,,,,,,,,,,
37.9,15.0,0.9721,,,,,,,,,,,,,,
38.0,16.8,1.0933,,,,,,,,,,,,,,
36.9,17.5,1.0789,,,,,,,,,,,,,,
35.3,17.0,0.9561,,,,,,,,,,,,,,
31.9,20.4,0.9462,,,,,,,,,,,,,,
29.1,29.6,1.1792,,,,,,,,,,,,,,
27.4,33.4,1.2022,,,,,,,,,,,,,,
26.7,35.8,1.2318,,,,,,,,,,,,,,
25.2,42.7,1.3473,,,,,,,,,,,,,,
24.0,51.9,1.5252,,,,,,,,,,,,,,
24.5,44.4,1.3476,,,,,,,,,,,,,,
22.6,51.0,1.3805,,,,,,,,,,,,,,
22.2,52.7,1.3891,,,,,,,,,,,,,,
21.2,56.8,1.4094,,,,,,,,,,,,,,
20.3,59.6,1.3994,,,,,,,,,,,,,,
21.3,56.7,1.4178,,,,,,,,,,,,,,
23.0,54.6,1.5177,,,,,,,,,,,,,,
23.7,54.3,1.5731,,,,,,,,,,,,,,
25.4,49.3,1.5732,,,,,,,,,,,,,,
29.6,37.7,1.5440,,,,,,,,,,,,,,
33.9,26.2,1.3664,,,,,,,,,,,,,,
35.8,22.4,1.2933,,,,,,,,,,,,,,
37.9,18.8,1.2220,,,,,,,,,,,,,,
38.5,14.8,0.9942,,,,,,,,,,,,,,
39.3,14.5,1.0149,,,,,,,,,,,,,,
38.9,15.6,1.0613,,,,,,,,,,,,,,
37.9,12.7,0.8211,,,,,,,,,,,,,,
35.8,13.4,0.7749,,,,,,,,,,,,,,
32.3,19.7,0.9345,,,,,,,,,,,,,,
30.1,23.5,0.9869,,,,,,,,,,,,,,
28.2,28.7,1.0806,,,,,,,,,,,,,,
26.0,35.7,1.1842,,,,,,,,,,,,,,
25.3,39.2,1.2452,,,,,,,,,,,,,,
24.7,38.7,1.1845,,,,,,,,,,,,,,
25.5,35.7,1.1499,,,,,,,,,,,,,,
22.5,43.2,1.1589,,,,,,,,,,,,,,
21.6,46.1,1.1761,,,,,,,,,,,,,,
19.7,51.4,1.1688,,,,,,,,,,,,,,
21.6,45.7,1.1665,,,,,,,,,,,,,,
21.1,47.3,1.1654,,,,,,,,,,,,,,
21.6,44.1,1.1269,,,,,,,,,,,,,,
23.7,37.9,1.0988,,,,,,,,,,,,,,
26.0,30.1,0.9953,,,,,,,,,,,,,,
30.6,23.2,1.0010,,,,,,,,,,,,,,
34.1,19.1,1.0048,,,,,,,,,,,,,,
36.2,18.0,1.0636,,,,,,,,,,,,,,
37.4,17.3,1.0914,,,,,,,,,,,,,,
39.5,15.6,1.1020,,,,,,,,,,,,,,
40.4,14.9,1.1033,,,,,,,,,,,,,,
40.1,16.1,1.1699,,,,,,,,,,,,,,
39.3,18.9,1.3251,,,,,,,,,,,,,,
37.3,19.9,1.2437,,,,,,,,,,,,,,
33.6,22.9,1.1747,,,,,,,,,,,,,,
30.7,28.9,1.2501,,,,,,,,,,,,,,
28.8,32.8,1.2776,,,,,,,,,,,,,,
27.3,36.8,1.3207,,,,,,,,,,,,,,
26.2,39.7,1.3249,,,,,,,,,,,,,,
25.4,43.0,1.3700,,,,,,,,,,,,,,
25.8,41.0,1.3461,,,,,,,,,,,,,,
23.3,48.4,1.3677,,,,,,,,,,,,,,
23.5,47.8,1.3607,,,,,,,,,,,,,,
23.5,46.7,1.3361,,,,,,,,,,,,,,
21.8,52.3,1.3539,,,,,,,,,,,,,,
21.8,52.5,1.3529,,,,,,,,,,,,,,
22.9,49.1,1.3546,,,,,,,,,,,,,,
24.9,43.3,1.3422,,,,,,,,,,,,,,
26.7,39.4,1.3556,,,,,,,,,,,,,,
30.5,32.9,1.4135,,,,,,,,,,,,,,
34.2,27.2,1.4404,,,,,,,,,,,,,,
38.2,20.9,1.3701,,,,,,,,,,,,,,
39.6,16.9,1.2028,,,,,,,,,,,,,,
39.9,15.8,1.1410,,,,,,,,,,,,,,
40.2,13.9,1.0200,,,,,,,,,,,,,,
39.6,13.2,0.9332,,,,,,,,,,,,,,
39.5,12.6,0.8894,,,,,,,,,,,,,,
37.9,13.9,0.9015,,,,,,,,,,,,,,
34.2,17.9,0.9444,,,,,,,,,,,,,,
32.6,20.6,0.9939,,,,,,,,,,,,,,
30.4,23.2,0.9889,,,,,,,,,,,,,,
28.8,25.1,0.9793,,,,,,,,,,,,,,
27.8,29.9,1.1018,,,,,,,,,,,,,,
26.9,32.6,1.1381,,,,,,,,,,,,,,
26.3,33.7,1.1377,,,,,,,,,,,,,,
25.7,33.9,1.1065,,,,,,,,,,,,,,
24.8,36.0,1.1109,,,,,,,,,,,,,,
25.5,34.6,1.1096,,,,,,,,,,,,,,
24.0,37.8,1.1077,,,,,,,,,,,,,,
23.9,39.3,1.1522,,,,,,,,,,,,,,
24.8,38.4,1.1808,,,,,,,,,,,,,,
26.9,34.4,1.2036,,,,,,,,,,,,,,
29.6,28.7,1.1706,,,,,,,,,,,,,,
34.6,21.1,1.1398,,,,,,,,,,,,,,
38.3,17.0,1.1216,,,,,,,,,,,,,,
40.4,14.5,1.0736,,,,,,,,,,,,,,
42.6,9.6,0.8012,,,,,,,,,,,,,,
42.5,10.2,0.8478,,,,,,,,,,,,,,
41.0,11.6,0.8872,,,,,,,,,,,,,,
41.3,13.0,1.0154,,,,,,,,,,,,,,
39.2,14.5,1.0106,,,,,,,,,,,,,,
36.9,17.9,1.0960,,,,,,,,,,,,,,
35.6,20.4,1.1646,,,,,,,,,,,,,,
33.7,22.6,1.1658,,,,,,,,,,,,,,
31.5,27.8,1.2671,,,,,,,,,,,,,,
31.1,29.3,1.3055,,,,,,,,,,,,,,
30.2,30.9,1.3026,,,,,,,,,,,,,,
29.8,30.2,1.2502,,,,,,,,,,,,,,
28.4,32.5,1.2361,,,,,,,,,,,,,,
27.5,34.0,1.2310,,,,,,,,,,,,,,
26.8,35.3,1.2243,,,,,,,,,,,,,,
24.5,40.4,1.2251,,,,,,,,,,,,,,
25.6,38.8,1.2545,,,,,,,,,,,,,,
27.5,34.6,1.2518,,,,,,,,,,,,,,
25.9,37.4,1.2289,,,,,,,,,,,,,,
28.5,32.5,1.2441,,,,,,,,,,,,,,
29.5,32.7,1.3229,,,,,,,,,,,,,,
29.8,33.1,1.3693,,,,,,,,,,,,,,
33.4,26.8,1.3586,,,,,,,,,,,,,,
40.3,15.8,1.1604,,,,,,,,,,,,,,
41.8,15.0,1.1989,,,,,,,,,,,,,,
41.1,15.7,1.2071,,,,,,,,,,,,,,
41.9,14.8,1.1944,,,,,,,,,,,,,,
40.9,14.6,1.1140,,,,,,,,,,,,,,
39.1,16.9,1.1705,,,,,,,,,,,,,,
36.4,27.3,1.6308,,,,,,,,,,,,,,
34.9,29.3,1.6110,,,,,,,,,,,,,,
33.6,26.4,1.3515,,,,,,,,,,,,,,
32.2,27.6,1.3044,,,,,,,,,,,,,,
30.5,29.7,1.2742,,,,,,,,,,,,,,
29.4,35.6,1.4383,,,,,,,,,,,,,,
29.1,34.8,1.3800,,,,,,,,,,,,,,
27.7,41.9,1.5370,,,,,,,,,,,,,,
27.9,41.6,1.5425,,,,,,,,,,,,,,
27.8,43.7,1.6039,,,,,,,,,,,,,,
27.4,42.2,1.5177,,,,,,,,,,,,,,
26.6,42.8,1.4713,,,,,,,,,,,,,,
26.9,40.3,1.4041,,,,,,,,,,,,,,
27.0,37.3,1.3081,,,,,,,,,,,,,,
27.0,35.3,1.2396,,,,,,,,,,,,,,
27.4,32.0,1.1545,,,,,,,,,,,,,,
30.5,24.7,1.0592,,,,,,,,,,,,,,
32.9,20.1,0.9902,,,,,,,,,,,,,,
33.9,18.4,0.9587,,,,,,,,,,,,,,
34.4,19.3,1.0325,,,,,,,,,,,,,,
34.2,19.6,1.0399,,,,,,,,,,,,,,
33.2,20.4,1.0195,,,,,,,,,,,,,,
32.4,19.1,0.9150,,,,,,,,,,,,,,
32.2,17.1,0.8124,,,,,,,,,,,,,,
31.0,17.1,0.7526,,,,,,,,,,,,,,
28.3,24.9,0.9412,,,,,,,,,,,,,,
26.6,30.2,1.0330,,,,,,,,,,,,,,
24.8,36.8,1.1357,,,,,,,,,,,,,,
23.7,43.4,1.2495,,,,,,,,,,,,,,
23.0,46.2,1.2815,,,,,,,,,,,,,,
22.7,47.7,1.2977,,,,,,,,,,,,,,
22.2,49.5,1.3081,,,,,,,,,,,,,,
21.6,51.9,1.3254,,,,,,,,,,,,,,
22.3,50.4,1.3379,,,,,,,,,,,,,,
22.4,49.7,1.3333,,,,,,,,,,,,,,
21.7,52.0,1.3313,,,,,,,,,,,,,,
21.1,53.2,1.3181,,,,,,,,,,,,,,
22.0,51.0,1.3296,,,,,,,,,,,,,,
25.0,41.6,1.3010,,,,,,,,,,,,,,
26.7,36.4,1.2596,,,,,,,,,,,,,,
29.1,29.7,1.1751,,,,,,,,,,,,,,
31.2,23.4,1.0487,,,,,,,,,,,,,,
32.4,20.5,0.9806,,,,,,,,,,,,,,
33.3,19.2,0.9634,,,,,,,,,,,,,,
33.1,16.8,0.8391,,,,,,,,,,,,,,
33.1,18.3,0.9081,,,,,,,,,,,,,,
32.4,18.0,0.8599,,,,,,,,,,,,,,
31.8,18.7,0.8624,,,,,,,,,,,,,,
30.3,21.4,0.9064,,,,,,,,,,,,,,
27.2,28.2,1.0013,,,,,,,,,,,,,,
26.1,33.7,1.1228,,,,,,,,,,,,,,
24.7,38.8,1.1929,,,,,,,,,,,,,,
23.4,43.2,1.2290,,,,,,,,,,,,,,
23.1,44.2,1.2317,,,,,,,,,,,,,,
22.7,45.3,1.2299,,,,,,,,,,,,,,
21.6,47.5,1.2118,,,,,,,,,,,,,,
22.0,45.8,1.1965,,,,,,,,,,,,,,
20.4,51.3,1.2131,,,,,,,,,,,,,,
20.6,50.3,1.2041,,,,,,,,,,,,,,
20.6,50.6,1.2119,,,,,,,,,,,,,,
21.3,48.8,1.2189,,,,,,,,,,,,,,
20.4,52.6,1.2470,,,,,,,,,,,,,,
23.5,44.0,1.2596,,,,,,,,,,,,,,
25.7,37.9,1.2334,,,,,,,,,,,,,,
27.9,33.6,1.2433,,,,,,,,,,,,,,
29.0,28.3,1.1116,,,,,,,,,,,,,,
